EmployeeID,Name,Department,Role,PerformanceRating,AnnualSalaryINR,salary_resid
AF109717,Aditya Gupta,Sales,Engineer,4.0,1173398.0,-0.19066518292265933
AF107120,Ritika Verma,Consulting,Senior Manager,4.0,4183476.0,-0.19055028527787776
AF104778,Maya Khan,R&D,Senior Consultant,4.0,1835463.0,-0.19021052980667363
AF107660,Anil Reddy,QA,Consultant,4.0,1179287.0,-0.19012405199059756
AF104879,Vikram Iyer,Operations,Consultant,5.0,1177537.0,-0.19008992513407819
AF107887,Ananya Kapoor,IT,Consultant,4.0,1179792.0,-0.19008742467059037
AF101976,Arjun Mehta,Delivery,Senior Consultant,5.0,3011222.0,-0.1898148985153707
AF107911,Rahul Kumar,Sales,Consultant,4.0,1184249.0,-0.18958791074949133
AF107556,Deepa Bose,HR,Tech Lead,5.0,3270186.0,-0.1894881602596623
AF106267,Sara Patel,Sales,Director,4.0,13859516.0,-0.18880879399529604
AF104116,Aditya Kapoor,HR,Consultant,4.0,1184962.0,-0.18861524435631694
AF107445,Maya Iyer,QA,Analyst,5.0,559396.0,-0.18829561082960922
AF101904,Aarav Sharma,Delivery,Senior Manager,4.0,6909392.0,-0.18754772103635808
AF104300,Aarav Chaudhary,R&D,Manager,4.0,4232233.0,-0.1872597642118663
AF100682,Vihaan Khan,Operations,Senior Consultant,5.0,1841070.0,-0.18713277195873168
AF106693,Arjun Sharma,Delivery,Consultant,5.0,1189571.0,-0.18698555917136517
AF104005,Kabir Dutta,QA,Tech Lead,4.0,3266254.0,-0.1867528760339905
AF100984,Arjun Reddy,IT,Manager,4.0,2271831.0,-0.18674185817806332
AF101173,Vihaan Mehta,Consulting,Tech Lead,5.0,5418957.0,-0.18668705111772255
AF102095,Sara Gupta,Consulting,Consultant,4.0,1190846.0,-0.1860893103198027
AF105241,Aditya Sharma,Operations,Senior Consultant,4.0,2997078.0,-0.18497129199676543
AF102118,Sunil Malhotra,Consulting,Engineer,4.0,1195050.0,-0.18463483033888295
AF104864,Priya Bose,Operations,Consultant,4.0,1171532.0,-0.18434015687547145
AF106060,Vihaan Patel,HR,Senior Consultant,4.0,1828466.0,-0.18405796870814584
AF107302,Ishaan Malhotra,Finance,Consultant,4.0,1186566.0,-0.1835261807221844
AF104544,Kiran Nair,IT,Senior Analyst,5.0,1494229.0,-0.18350985241554518
AF109339,Vihaan Jain,R&D,Consultant,4.0,1196220.0,-0.1833186332699146
AF108092,Sara Nair,Consulting,Consultant,4.0,1196510.0,-0.1832512585227679
AF101451,Aarav Joshi,Operations,Senior Manager,5.0,6891932.0,-0.18309393948266006
AF105424,Ishaan Mehta,R&D,Manager,4.0,2579702.0,-0.1830205635679274
AF101776,Saanvi Patel,IT,Analyst,4.0,564197.0,-0.18195580833689284
AF105452,Ritika Malhotra,QA,Senior Analyst,4.0,902063.0,-0.1819317068733728
AF107499,Rahul Sharma,Consulting,Manager,4.0,2603517.0,-0.18168215438785928
AF101928,Aditya Singh,Operations,Senior Analyst,4.0,909755.0,-0.1816333502155416
AF102691,Rahul Kumar,IT,Analyst,4.0,495399.0,-0.18151975337524817
AF105052,Sara Malhotra,IT,Tech Lead,5.0,3317308.0,-0.18144984222555216
AF101628,Ritika Malhotra,HR,Consultant,4.0,1194103.0,-0.18126230966582213
AF104881,Sara Sharma,Consulting,Analyst,4.0,564919.0,-0.18120440405298588
AF103574,Rohan Patel,IT,Senior Consultant,4.0,1625294.0,-0.18101108279843636
AF107460,Neha Nair,R&D,Senior Consultant,4.0,1626484.0,-0.18100230963260522
AF105670,Kiran Sharma,Delivery,Engineer,5.0,1961946.0,-0.18094720622111282
AF104061,Saanvi Patel,HR,Senior Analyst,4.0,1494856.0,-0.1806077753005706
